,Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
878,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,30,2011-07-25,2011-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
879,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,31,2011-08-01,2011-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
880,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,32,2011-08-08,2011-08-14,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
881,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,33,2011-08-15,2011-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
882,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,34,2011-08-22,2011-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
883,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,35,2011-08-29,2011-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
884,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,36,2011-09-05,2011-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
885,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,37,2011-09-12,2011-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
886,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,38,2011-09-19,2011-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
887,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,39,2011-09-26,2011-10-02,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
888,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,40,2011-10-03,2011-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
889,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,41,2011-10-10,2011-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
890,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,42,2011-10-17,2011-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
891,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,43,2011-10-24,2011-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
892,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,44,2011-10-31,2011-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
893,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,45,2011-11-07,2011-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
894,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,46,2011-11-14,2011-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
895,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,47,2011-11-21,2011-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
896,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,48,2011-11-28,2011-12-04,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
897,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,49,2011-12-05,2011-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
898,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,50,2011-12-12,2011-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
899,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,51,2011-12-19,2011-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
900,Martinique,Region of the Americas of WHO,Central America and Caribbean,2011,52,2011-12-26,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
901,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,1,2012-01-02,2012-01-08,,8.0,,1.0,,,,1.0,,,0.0,0.0,1.0,,No Report
902,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,2,2012-01-09,2012-01-15,,4.0,,1.0,,,,1.0,1.0,,,1.0,2.0,,No Report
903,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,3,2012-01-16,2012-01-22,,1.0,,,,,,0.0,,,0.0,0.0,0.0,,No Report
904,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,4,2012-01-23,2012-01-29,,,,,,,,,,,,,,,No Report
905,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,5,2012-01-30,2012-02-05,,2.0,,,,,,0.0,,,0.0,0.0,0.0,,No Report
906,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,6,2012-02-06,2012-02-12,,3.0,,1.0,,,,1.0,,,0.0,0.0,1.0,,No Report
907,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,7,2012-02-13,2012-02-19,,1.0,,,,,,0.0,,,0.0,0.0,0.0,,No Report
908,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,8,2012-02-20,2012-02-26,,4.0,,1.0,,,,1.0,,,0.0,0.0,1.0,,No Report
909,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,9,2012-02-27,2012-03-04,,7.0,,2.0,,,1.0,3.0,,,0.0,0.0,3.0,,No Report
910,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,10,2012-03-05,2012-03-11,,5.0,,1.0,2.0,,,3.0,,,0.0,0.0,3.0,,No Report
911,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,11,2012-03-12,2012-03-18,,6.0,,2.0,,,,2.0,1.0,,,1.0,3.0,,No Report
912,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,12,2012-03-19,2012-03-25,,5.0,,1.0,,,,1.0,1.0,,,1.0,2.0,,No Report
913,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,13,2012-03-26,2012-04-01,,2.0,,,1.0,,,1.0,,,0.0,0.0,1.0,,No Report
914,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,14,2012-04-02,2012-04-08,,,,,,,,,,,,,,,No Report
915,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,15,2012-04-09,2012-04-15,,2.0,,,1.0,,,1.0,,,0.0,0.0,1.0,,No Report
916,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,16,2012-04-16,2012-04-22,,1.0,,,,,,0.0,,,0.0,0.0,0.0,,No Report
917,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,17,2012-04-23,2012-04-29,,1.0,,,1.0,,,1.0,,,0.0,0.0,1.0,,No Report
918,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,18,2012-04-30,2012-05-06,,1.0,,,1.0,,,1.0,,,0.0,0.0,1.0,,No Report
919,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,19,2012-05-07,2012-05-13,,,,,,,,,,,,,,,No Report
920,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,20,2012-05-14,2012-05-20,,,,,,,,,,,,,,,No Report
921,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,21,2012-05-21,2012-05-27,,,,,,,,,,,,,,,No Report
922,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,22,2012-05-28,2012-06-03,,1.0,,,,,,0.0,,,1.0,1.0,1.0,,No Report
923,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,23,2012-06-04,2012-06-10,,,,,,,,,,,,,,,No Report
924,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,24,2012-06-11,2012-06-17,,,,,,,,,,,,,,,No Report
925,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,25,2012-06-18,2012-06-24,,1.0,,,,,,0.0,,,1.0,1.0,1.0,,No Report
926,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,26,2012-06-25,2012-07-01,,,,,,,,,,,,,,,No Report
927,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,27,2012-07-02,2012-07-08,,,,,,,,,,,,,,,No Report
928,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,28,2012-07-09,2012-07-15,,,,,,,,,,,,,,,No Report
929,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,29,2012-07-16,2012-07-22,,,,,,,,,,,,,,,No Report
930,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,30,2012-07-23,2012-07-29,,,,,,,,,,,,,,,No Report
931,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,31,2012-07-30,2012-08-05,,,,,,,,,,,,,,,No Report
932,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,32,2012-08-06,2012-08-12,,,,,,,,,,,,,,,No Report
933,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,33,2012-08-13,2012-08-19,,,,,,,,,,,,,,,No Report
934,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,34,2012-08-20,2012-08-26,,,,,,,,,,,,,,,No Report
935,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,35,2012-08-27,2012-09-02,,,,,,,,,,,,,,,No Report
936,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,36,2012-09-03,2012-09-09,,,,,,,,,,,,,,,No Report
937,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,37,2012-09-10,2012-09-16,,,,,,,,,,,,,,,No Report
938,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,38,2012-09-17,2012-09-23,,,,,,,,,,,,,,,No Report
939,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,39,2012-09-24,2012-09-30,,,,,,,,,,,,,,,No Report
940,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,40,2012-10-01,2012-10-07,,,,,,,,,,,,,,,No Report
941,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,41,2012-10-08,2012-10-14,,,,,,,,,,,,,,,No Report
942,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,42,2012-10-15,2012-10-21,,,,,,,,,,,,,,,No Report
943,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,43,2012-10-22,2012-10-28,,,,,,,,,,,,,,,No Report
944,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,44,2012-10-29,2012-11-04,,,,,,,,,,,,,,,No Report
945,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,45,2012-11-05,2012-11-11,,,,,,,,,,,,,,,No Report
946,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,46,2012-11-12,2012-11-18,,,,,,,,,,,,,,,No Report
947,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,47,2012-11-19,2012-11-25,,,,,,,,,,,,,,,No Report
948,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,48,2012-11-26,2012-12-02,,,,,,,,,,,,,,,No Report
949,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,49,2012-12-03,2012-12-09,,,,,,,,,,,,,,,No Report
950,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,50,2012-12-10,2012-12-16,,,,,,,,,,,,,,,No Report
951,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,51,2012-12-17,2012-12-23,,,,,,,,,,,,,,,No Report
952,Martinique,Region of the Americas of WHO,Central America and Caribbean,2012,52,2012-12-24,2012-12-30,,,,,,,,,,,,,,,No Report
953,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,1,2012-12-31,2013-01-06,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,No Report
954,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,2,2013-01-07,2013-01-13,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,No Report
955,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,3,2013-01-14,2013-01-20,4.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,,No Report
956,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,4,2013-01-21,2013-01-27,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,,No Report
957,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,5,2013-01-28,2013-02-03,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,No Report
958,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,6,2013-02-04,2013-02-10,9.0,9.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,5.0,,No Report
959,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,7,2013-02-11,2013-02-17,10.0,10.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,7.0,,No Report
960,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,8,2013-02-18,2013-02-24,8.0,8.0,0.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,8.0,,No Report
961,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,9,2013-02-25,2013-03-03,4.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,,No Report
962,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,10,2013-03-04,2013-03-10,6.0,6.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,5.0,,No Report
963,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,11,2013-03-11,2013-03-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,No Report
964,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,12,2013-03-18,2013-03-24,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,No Report
965,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,13,2013-03-25,2013-03-31,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,No Report
966,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,14,2013-04-01,2013-04-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,No Report
967,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,15,2013-04-08,2013-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
968,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,16,2013-04-15,2013-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
969,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,17,2013-04-22,2013-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
970,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,18,2013-04-29,2013-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
971,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,19,2013-05-06,2013-05-12,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,No Report
972,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,20,2013-05-13,2013-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
973,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,21,2013-05-20,2013-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
974,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,22,2013-05-27,2013-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
975,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,23,2013-06-03,2013-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
976,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,24,2013-06-10,2013-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
977,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,25,2013-06-17,2013-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
978,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,26,2013-06-24,2013-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
979,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,27,2013-07-01,2013-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
980,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,28,2013-07-08,2013-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
981,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,29,2013-07-15,2013-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
982,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,30,2013-07-22,2013-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
983,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,31,2013-07-29,2013-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
984,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,32,2013-08-05,2013-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
985,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,33,2013-08-12,2013-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
986,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,34,2013-08-19,2013-08-25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,No Report
987,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,35,2013-08-26,2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
988,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,36,2013-09-02,2013-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
989,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,37,2013-09-09,2013-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
990,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,38,2013-09-16,2013-09-22,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,No Report
991,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,39,2013-09-23,2013-09-29,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,No Report
992,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,40,2013-09-30,2013-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
993,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,41,2013-10-07,2013-10-13,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,No Report
994,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,42,2013-10-14,2013-10-20,3.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,No Report
995,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,43,2013-10-21,2013-10-27,3.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,No Report
996,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,44,2013-10-28,2013-11-03,4.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,No Report
997,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,45,2013-11-04,2013-11-10,5.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,,No Report
998,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,46,2013-11-11,2013-11-17,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,No Report
999,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,47,2013-11-18,2013-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1000,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,48,2013-11-25,2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1001,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,49,2013-12-02,2013-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1002,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,50,2013-12-09,2013-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1003,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,51,2013-12-16,2013-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1004,Martinique,Region of the Americas of WHO,Central America and Caribbean,2013,52,2013-12-23,2013-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1005,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,1,2013-12-30,2014-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1006,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,2,2014-01-06,2014-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1007,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,3,2014-01-13,2014-01-19,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,No Report
1008,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,4,2014-01-20,2014-01-26,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,No Report
1009,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,5,2014-01-27,2014-02-02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,No Report
1010,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,6,2014-02-03,2014-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,No Report
1011,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,7,2014-02-10,2014-02-16,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,No Report
1012,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,8,2014-02-17,2014-02-23,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,No Report
1013,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,9,2014-02-24,2014-03-02,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,No Report
1014,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,10,2014-03-03,2014-03-09,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,No Report
1015,Martinique,Region of the Americas of WHO,Central America and Caribbean,2014,11,2014-03-10,2014-03-16,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,No Report
